Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms,Grip,Load Position (Ending),Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification,foundationalScore,exerciseTier,isFoundational,classificationTags
Single Arm Suspension Cyclist Squat,,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Suspension Trainer,1.0,Slant Board,1,Standing,Single Arm,Continuous,Neutral,No Load,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,68,2,False,"beginner,compound,lower-body,suspension-trainer"
Single Arm Kettlebell Suitcase Alternating Curtsy Lunge Pass Through,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Standing,Single Arm,Alternating,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Barbell Low Bar Pause Back Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Hip Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Powerlifting,83,2,False,"barbell,compound,intermediate,lower-body"
Barbell Front Rack Pause Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Olympic Weightlifting ,83,2,False,"barbell,compound,intermediate,lower-body"
Barbell High Bar Pause Back Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,83,2,False,"barbell,compound,intermediate,lower-body"
Barbell Overhead Pause Squat,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,83,2,False,"barbell,compound,intermediate,lower-body"
Single Arm Kettlebell Suitcase Walking Lunge Pass Through,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Walking,Single Arm,Alternating,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,Frontal Plane,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Ring Hanging Knees to Wrists,,,Advanced,Abdominals,Rectus Abdominis,Iliopsoas,Rectus Femoris,Gymnastic Rings,2.0,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,58,3,False,"advanced,compound,gymnastic-rings,midsection"
Slider Suspension Lateral Lunge,,,Beginner,Adductors,Adductor Magnus,Quadriceps Femoris,,Sliders,1.0,Suspension Trainer,1,Standing,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding,65,2,False,"beginner,compound,lower-body,sliders"
Double Kettlebell Overhead Press,Video Demonstration,Video Explanation,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,88,2,False,"beginner,compound,kettlebell,upper-body"
Dumbbell Goblet Cyclist Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,Slant Board,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,81,2,False,"compound,dumbbell,lower-body,novice"
Slider Barbell Front Rack Lateral Lunge,,,Intermediate,Adductors,Adductor Magnus,,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Barbell Back Rack Lateral Lunge,,,Intermediate,Adductors,Adductor Magnus,,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,Pronated,Back Rack,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Barbell Overhead Alternating Cossack Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Barbell Overhead Alternating Reverse Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Miniband Side Plank Hip Abduction,Video Demonstration,,Intermediate,Abductors,Gluteus Medius,Gluteus Minimus,,Miniband,1.0,None,0,Side Plank,Single Arm,Continuous,No Grip,No Load,No Elevation,Single Exercise,Hip Abduction,Isometric Hold,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,lower-body,miniband"
Double Kettlebell Bottoms Up Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Unsorted*,83,2,False,"compound,intermediate,kettlebell,upper-body"
Double Kettlebell Suitcase Carry,Video Demonstration,Video Explanation,Beginner,Forearms,Brachioradialis,,,Kettlebell,2.0,None,0,Walking,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Loaded Carry,,,Sagittal Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*,90,1,True,"beginner,big-5,compound,full-body,kettlebell"
Single Arm Kettlebell Suitcase Carry,Video Demonstration,Video Explanation,Beginner,Forearms,Brachioradialis,Obliques,,Kettlebell,1.0,None,0,Walking,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Loaded Carry,Anti-Lateral Flexion,,Sagittal Plane,,,Full Body,Other,Compound,Unilateral,Unsorted*,87,2,False,"beginner,compound,full-body,kettlebell"
Double Kettlebell Bottoms Up Front Rack Cossack Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Alternating Single Arm Kettlebell Knee Hover Quadruped Pull Through,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1.0,None,0,Knee Hover Quadruped,Single Arm,Alternating,Pronated,Other,No Elevation,Single Exercise,Anti-Extension,Anti-Rotational ,Isometric Hold,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,70,2,False,"compound,intermediate,kettlebell,midsection"
Single Arm Kettlebell High Pull,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,,Kettlebell,1.0,None,0,Standing,Single Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Unsorted*,Pull,Compound,Bilateral,Ballistics,80,2,False,"compound,intermediate,kettlebell,unsorted*"
Parallette Close Grip Single Leg Push Up,,,Advanced,Triceps,Triceps Brachii,Pectoralis Major,,Parallette Bars,1.0,None,0,Prone,Double Arm,Continuous,Pronated,No Load,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Calisthenics,65,2,False,"advanced,compound,parallette-bars,upper-body"
Alternating Single Arm Kettlebell Front Rack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Standing,Single Arm,Alternating,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Alternating Single Arm Kettlebell Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Kettlebell,1.0,None,0,Standing,Single Arm,Alternating,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Bodybuilding,82,2,False,"compound,full-body,intermediate,kettlebell"
Double Kettlebell Suitcase Knee Over Toe Split Squat,,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Double Kettlebell Sumo Deadlift to Push Up,,,Intermediate,Back,Latissimus Dorsi,Gluteus Maximus,Pectoralis Major,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Combo Exercise,Hip Hinge,Horizontal Push,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Bilateral,Bodybuilding,85,2,False,"compound,full-body,intermediate,kettlebell"
Alternating Single Arm Kettlebell Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,,Kettlebell,1.0,None,0,Standing,Single Arm,Alternating,Neutral,Overhead,No Elevation,Combo Exercise,Vertical Push,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Unsorted*,82,2,False,"compound,full-body,intermediate,kettlebell"
Suspension Alternating Curtsy Lunge,Video Demonstration,,Novice,Quadriceps,Gluteus Maximus,,,Suspension Trainer,1.0,None,0,Standing,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,suspension-trainer"
Single Arm Kettlebell Single Leg Balance Transfer,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Gluteus Medius,,Kettlebell,1.0,None,0,Single Leg Standing,Single Arm,Alternating,Neutral,Suitcase,No Elevation,Single Exercise,Isometric Hold,,,Frontal Plane,,,Full Body,Other,Compound,Unilateral,Balance,77,2,False,"compound,full-body,intermediate,kettlebell"
Barbell Front Rack Alternating Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,80,2,False,"barbell,compound,intermediate,lower-body"
Barbell Front Rack Alternating Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,80,2,False,"barbell,compound,intermediate,lower-body"
Barbell Overhead Alternating Forward Lunge,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Macebell 360,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,68,2,False,"compound,intermediate,macebell,upper-body"
Single Arm Macebell 360,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,65,2,False,"compound,intermediate,macebell,upper-body"
Macebell 10 to 2 ,Video Demonstration,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,68,2,False,"compound,intermediate,macebell,upper-body"
Macebell Barbarian Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Bilateral,Unsorted*,63,2,False,"compound,full-body,macebell,novice"
Single Arm Macebell Barbarian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Macebell,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,62,2,False,"compound,full-body,intermediate,macebell"
Macebell Ballistic Curl,Video Demonstration,,Novice,Biceps,Biceps Brachii,,,Macebell,1.0,None,0,Standing,Double Arm,Alternating,Mixed Grip,Other,No Elevation,Single Exercise,,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,64,2,False,"compound,macebell,novice,upper-body"
Macebell Single Leg Standing Bent Knee Ballistic Curl,,,Intermediate,Biceps,Biceps Brachii,,,Macebell,1.0,None,0,Single Leg Standing Bent Knee,Double Arm,Alternating,Mixed Grip,Other,No Elevation,Single Exercise,,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Balance,63,2,False,"compound,intermediate,macebell,upper-body"
Macebell Split Squat Isometric Low to High Chop,,,Advanced,Abdominals,Obliques,Rectus Abdominis,,Macebell,1.0,None,0,Split Squat Isometric,Double Arm,Continuous,Mixed Grip,Other,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Balance,62,2,False,"advanced,compound,full-body,macebell"
Single Arm Macebell Single Leg Standing Bent Knee 360,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Balance,60,2,False,"advanced,compound,macebell,upper-body"
Double Indian Club Outer Heart Shaped Swing,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,,,Indian Club,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Shoulder External Rotation,,,Transverse Plane,,,Upper Body,Unsorted*,,Bilateral,Mobility,63,2,False,"indian-club,intermediate,upper-body"
Single Arm Indian Club Outer Heart Shaped Swing,,,Novice,Shoulders,Posterior Deltoids,,,Indian Club,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Shoulder External Rotation,,,Transverse Plane,,,Upper Body,Unsorted*,,Unilateral,Mobility,58,3,False,"indian-club,novice,upper-body"
Macebell Front Swing to 360,,Video Explanation,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Upper Body,Pull,Compound,Bilateral,Ballistics,63,2,False,"advanced,compound,macebell,upper-body"
Clubbell Swing to Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Combo Exercise,Rotational,Hip Hinge,,Transverse Plane,Sagittal Plane,,Full Body,Pull,Compound,Bilateral,Unsorted*,70,2,False,"clubbell,compound,full-body,intermediate"
Macebell Alternating 360,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,68,2,False,"compound,intermediate,macebell,upper-body"
Single Arm Landmine Single Leg Standing Bent Knee Ipsilateral Shoulder Press,,,Advanced,Shoulders,Anterior Deltoids,,,Landmine,1.0,None,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Ipsilateral,Balance,68,2,False,"advanced,compound,landmine,upper-body"
Single Arm Landmine Single Leg Standing Bent Knee Contralateral Shoulder Press,,,Advanced,Shoulders,Anterior Deltoids,,,Landmine,1.0,None,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Contralateral,Balance,68,2,False,"advanced,compound,landmine,upper-body"
Alternating Single Arm Landmine Single Leg Standing Bent Knee Shoulder Press,,,Advanced,Shoulders,Anterior Deltoids,,,Landmine,1.0,None,0,Single Leg Standing Bent Knee,Single Arm,Alternating,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,Frontal Plane,,Upper Body,Push,Compound,Unilateral,Balance,70,2,False,"advanced,compound,landmine,upper-body"
Single Arm Kettlebell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Rectus Abdominis,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Neutral,Suitcase,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,66,2,False,"compound,kettlebell,lower-body,novice"
Single Arm Kettlebell Suitcase Contralateral Knee Over Toe Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Rectus Abdominis,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,66,2,False,"compound,kettlebell,lower-body,novice"
Macebell Alternating 360 to Lateral Uppercut,Video Demonstration,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,63,2,False,"advanced,compound,macebell,upper-body"
Macebell Alternating 360 to Alternating Lateral Lunge Front Press,,,Advanced,Shoulders,Posterior Deltoids,Anterior Deltoids ,Quadriceps Femoris,Macebell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Combo Exercise,Rotational,Knee Dominant,,Transverse Plane,,,Full Body,Push & Pull,Compound,Unilateral,Ballistics,62,2,False,"advanced,compound,full-body,macebell"
Clubbell Shield Cast,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics,68,2,False,"clubbell,compound,intermediate,upper-body"
